 0.2074E+01 0.2186E+01 0.2873E+01 0.7992E+01 0.8028E+01 0.1020E+02 0.1206E+02 0.1415E+02 0.1709E+02 0.2472E+02 0.3408E+02 0.3235E+02 0.3862E+02 0.4324E+02 0.4488E+02 0.4648E+02 0.4779E+02 0.4841E+02 0.4664E+02 0.4195E+02 0.4141E+02 0.3941E+02 0.3338E+02 0.3199E+02 0.2720E+02 0.2625E+02 0.2155E+02 0.2696E+02 0.2758E+02 0.2895E+02 0.2884E+02 0.3665E+02 0.3867E+02 0.4081E+02 0.3975E+02 0.4736E+02 0.3837E+02 0.3856E+02 0.3669E+02 0.3959E+02 0.4240E+02 0.4907E+02 0.5604E+02 0.5874E+02 0.7024E+02 0.9213E+02 0.9174E+02 0.1123E+03 0.1333E+03 0.1421E+03 0.1503E+03 0.1729E+03 0.1831E+03 0.1817E+03 0.2000E+03 0.2145E+03 0.2026E+03 0.2291E+03 0.2486E+03 0.2443E+03 0.2501E+03
0.3542E+01 0.2919E+01 0.4055E+01 0.9030E+01 0.9226E+01 0.1248E+02 0.1205E+02 0.1641E+02 0.2346E+02 0.3208E+02 0.3122E+02 0.3767E+02 0.4308E+02 0.4615E+02 0.4775E+02 0.5063E+02 0.5382E+02 0.5115E+02 0.5279E+02 0.5055E+02 0.5003E+02 0.4857E+02 0.4295E+02 0.3812E+02 0.3597E+02 0.3062E+02 0.3245E+02 0.3130E+02 0.3181E+02 0.3885E+02 0.4210E+02 0.4521E+02 0.4964E+02 0.6001E+02 0.6019E+02 0.5481E+02 0.5121E+02 0.5089E+02 0.4708E+02 0.4823E+02 0.5044E+02 0.6340E+02 0.6165E+02 0.7339E+02 0.8930E+02 0.1001E+03 0.1124E+03 0.1342E+03 0.1493E+03 0.1572E+03 0.1758E+03 0.2027E+03 0.1908E+03 0.2174E+03 0.2287E+03 0.2310E+03 0.2428E+03 0.2659E+03 0.2710E+03 0.2749E+03 0.2862E+03
0.6848E+01 0.7306E+01 0.8891E+01 0.9983E+01 0.1132E+02 0.1417E+02 0.1594E+02 0.2279E+02 0.2996E+02 0.3012E+02 0.3547E+02 0.4055E+02 0.4392E+02 0.4751E+02 0.5131E+02 0.5561E+02 0.5550E+02 0.5647E+02 0.5627E+02 0.5529E+02 0.5583E+02 0.5092E+02 0.5090E+02 0.4575E+02 0.4295E+02 0.3968E+02 0.4234E+02 0.4193E+02 0.4441E+02 0.4846E+02 0.5045E+02 0.5545E+02 0.6463E+02 0.6689E+02 0.6798E+02 0.7103E+02 0.6436E+02 0.5622E+02 0.5520E+02 0.5542E+02 0.6388E+02 0.6601E+02 0.7405E+02 0.9051E+02 0.1024E+03 0.1111E+03 0.1317E+03 0.1594E+03 0.1588E+03 0.1795E+03 0.2050E+03 0.2141E+03 0.2257E+03 0.2380E+03 0.2428E+03 0.2460E+03 0.2593E+03 0.2743E+03 0.2766E+03 0.2934E+03 0.3022E+03
0.8508E+01 0.1105E+02 0.1379E+02 0.1194E+02 0.1332E+02 0.1758E+02 0.2179E+02 0.2590E+02 0.3031E+02 0.3151E+02 0.3811E+02 0.4143E+02 0.4263E+02 0.5163E+02 0.5560E+02 0.5734E+02 0.5958E+02 0.6158E+02 0.6053E+02 0.6163E+02 0.6168E+02 0.5903E+02 0.5469E+02 0.5247E+02 0.5162E+02 0.4937E+02 0.4978E+02 0.4994E+02 0.5800E+02 0.5770E+02 0.6086E+02 0.6800E+02 0.7637E+02 0.7504E+02 0.7926E+02 0.7459E+02 0.6908E+02 0.6313E+02 0.5952E+02 0.6231E+02 0.6856E+02 0.7372E+02 0.8916E+02 0.1053E+03 0.1090E+03 0.1317E+03 0.1553E+03 0.1620E+03 0.1794E+03 0.2039E+03 0.2173E+03 0.2255E+03 0.2426E+03 0.2547E+03 0.2525E+03 0.2596E+03 0.2702E+03 0.2685E+03 0.2830E+03 0.2931E+03 0.3007E+03
0.1252E+02 0.1685E+02 0.1648E+02 0.1736E+02 0.1995E+02 0.2314E+02 0.2260E+02 0.2800E+02 0.3215E+02 0.3349E+02 0.3894E+02 0.4170E+02 0.5045E+02 0.5470E+02 0.5715E+02 0.6012E+02 0.6375E+02 0.6569E+02 0.6573E+02 0.6684E+02 0.6542E+02 0.6451E+02 0.6297E+02 0.6028E+02 0.5757E+02 0.5634E+02 0.5916E+02 0.6155E+02 0.6317E+02 0.6581E+02 0.7442E+02 0.7951E+02 0.8322E+02 0.8374E+02 0.8044E+02 0.8021E+02 0.7379E+02 0.6476E+02 0.5818E+02 0.6339E+02 0.6927E+02 0.8641E+02 0.1057E+03 0.1101E+03 0.1285E+03 0.1525E+03 0.1668E+03 0.1762E+03 0.1982E+03 0.2171E+03 0.2207E+03 0.2405E+03 0.2535E+03 0.2517E+03 0.2612E+03 0.2700E+03 0.2697E+03 0.2721E+03 0.2784E+03 0.2808E+03 0.2880E+03
0.1410E+02 0.1666E+02 0.1972E+02 0.2303E+02 0.2386E+02 0.2383E+02 0.2768E+02 0.3186E+02 0.3363E+02 0.3608E+02 0.4190E+02 0.4766E+02 0.5421E+02 0.5740E+02 0.6074E+02 0.6495E+02 0.6861E+02 0.6922E+02 0.7061E+02 0.7310E+02 0.7007E+02 0.6917E+02 0.6834E+02 0.7196E+02 0.6598E+02 0.6785E+02 0.7012E+02 0.7098E+02 0.7039E+02 0.7599E+02 0.8026E+02 0.8420E+02 0.8555E+02 0.8254E+02 0.8219E+02 0.7891E+02 0.6762E+02 0.5955E+02 0.5096E+02 0.6314E+02 0.8122E+02 0.8948E+02 0.1052E+03 0.1219E+03 0.1455E+03 0.1654E+03 0.1740E+03 0.1934E+03 0.2180E+03 0.2200E+03 0.2345E+03 0.2493E+03 0.2555E+03 0.2591E+03 0.2687E+03 0.2726E+03 0.2661E+03 0.2635E+03 0.2609E+03 0.2669E+03 0.2711E+03
0.1311E+02 0.1599E+02 0.2127E+02 0.2566E+02 0.2448E+02 0.2906E+02 0.3397E+02 0.3606E+02 0.3598E+02 0.4304E+02 0.4816E+02 0.5037E+02 0.5496E+02 0.5935E+02 0.6619E+02 0.7132E+02 0.7189E+02 0.7426E+02 0.7806E+02 0.7980E+02 0.7664E+02 0.8169E+02 0.8287E+02 0.8417E+02 0.8109E+02 0.7899E+02 0.7759E+02 0.7815E+02 0.7878E+02 0.8182E+02 0.8389E+02 0.8529E+02 0.8265E+02 0.7896E+02 0.8074E+02 0.6884E+02 0.6272E+02 0.5557E+02 0.6083E+02 0.7639E+02 0.8751E+02 0.9866E+02 0.1220E+03 0.1454E+03 0.1504E+03 0.1708E+03 0.1934E+03 0.2023E+03 0.2218E+03 0.2314E+03 0.2429E+03 0.2514E+03 0.2531E+03 0.2595E+03 0.2594E+03 0.2636E+03 0.2535E+03 0.2454E+03 0.2428E+03 0.2496E+03 0.2539E+03
0.1092E+02 0.1606E+02 0.2380E+02 0.2471E+02 0.3145E+02 0.3669E+02 0.3898E+02 0.3817E+02 0.4520E+02 0.5067E+02 0.5192E+02 0.5422E+02 0.5912E+02 0.6710E+02 0.6834E+02 0.7616E+02 0.8197E+02 0.8746E+02 0.8955E+02 0.8520E+02 0.9385E+02 0.9500E+02 0.9505E+02 0.9367E+02 0.9189E+02 0.9449E+02 0.8644E+02 0.8462E+02 0.8369E+02 0.8609E+02 0.8519E+02 0.8149E+02 0.7445E+02 0.7705E+02 0.6943E+02 0.6495E+02 0.5919E+02 0.6026E+02 0.7433E+02 0.9258E+02 0.9322E+02 0.1240E+03 0.1524E+03 0.1571E+03 0.1709E+03 0.1939E+03 0.2080E+03 0.2096E+03 0.2275E+03 0.2344E+03 0.2368E+03 0.2442E+03 0.2465E+03 0.2498E+03 0.2447E+03 0.2416E+03 0.2356E+03 0.2289E+03 0.2287E+03 0.2346E+03 0.2281E+03
0.1131E+02 0.1995E+02 0.2214E+02 0.2907E+02 0.3879E+02 0.4309E+02 0.4291E+02 0.5075E+02 0.5474E+02 0.5527E+02 0.5672E+02 0.6264E+02 0.6921E+02 0.6957E+02 0.7642E+02 0.8565E+02 0.9123E+02 0.9231E+02 0.1006E+03 0.1050E+03 0.1076E+03 0.1057E+03 0.1074E+03 0.1057E+03 0.1045E+03 0.9669E+02 0.9440E+02 0.9014E+02 0.8684E+02 0.8701E+02 0.8125E+02 0.7142E+02 0.7298E+02 0.6757E+02 0.6323E+02 0.6075E+02 0.6087E+02 0.7258E+02 0.9853E+02 0.1013E+03 0.1246E+03 0.1557E+03 0.1699E+03 0.1785E+03 0.1985E+03 0.2144E+03 0.2087E+03 0.2233E+03 0.2272E+03 0.2297E+03 0.2327E+03 0.2332E+03 0.2339E+03 0.2352E+03 0.2265E+03 0.2219E+03 0.2201E+03 0.2158E+03 0.2092E+03 0.2154E+03 0.2080E+03
0.1712E+02 0.1829E+02 0.2583E+02 0.3604E+02 0.4385E+02 0.4406E+02 0.5327E+02 0.5909E+02 0.6063E+02 0.6190E+02 0.6679E+02 0.7271E+02 0.7329E+02 0.7805E+02 0.8719E+02 0.9415E+02 0.9360E+02 0.1077E+03 0.1163E+03 0.1232E+03 0.1245E+03 0.1173E+03 0.1193E+03 0.1137E+03 0.1088E+03 0.1012E+03 0.9535E+02 0.8939E+02 0.8977E+02 0.8053E+02 0.7060E+02 0.6852E+02 0.6552E+02 0.5939E+02 0.5751E+02 0.5786E+02 0.7110E+02 0.9701E+02 0.1060E+03 0.1257E+03 0.1564E+03 0.1789E+03 0.1800E+03 0.2036E+03 0.2178E+03 0.2175E+03 0.2206E+03 0.2229E+03 0.2233E+03 0.2221E+03 0.2208E+03 0.2187E+03 0.2275E+03 0.2138E+03 0.1988E+03 0.2024E+03 0.2004E+03 0.1900E+03 0.1855E+03 0.1919E+03 0.1796E+03
